categoria,grupo,nome_popular,nome_cientifico,onde
planta,arbusto e flor,Amarílis,Hippeastrum hybridum,Todo o Brasil
planta,arbusto e flor,Clívia,Clivia miniata,Sul; Sudeste
planta,arbusto e flor,Espirradeira,Nerium oleander,Todo o Brasil (tóxica)
planta,arbusto e flor,Chapéu-de-napoleão,Cascabela thevetia,Todo o Brasil (tóxica)
planta,arbusto e flor,Mamona,Ricinus communis,Todo o Brasil (tóxica)
planta,arbusto e flor,Trombeta,Brugmansia suaveolens,Todo o Brasil (tóxica)
cachorro,raça,Vira-lata (SRD),Canis familiaris,Todo o Brasil
cachorro,raça,Labrador Retriever,Canis familiaris,Todo o Brasil
cachorro,raça,Golden Retriever,Canis familiaris,Todo o Brasil
cachorro,raça,Pastor Alemão,Canis familiaris,Todo o Brasil
cachorro,raça,Poodle,Canis familiaris,Todo o Brasil
cachorro,raça,Shih Tzu,Canis familiaris,Todo o Brasil
cachorro,raça,Yorkshire Terrier,Canis familiaris,Todo o Brasil
cachorro,raça,Pinscher,Canis familiaris,Todo o Brasil
cachorro,raça,Lhasa Apso,Canis familiaris,Todo o Brasil
cachorro,raça,Maltês,Canis familiaris,Todo o Brasil
cachorro,raça,Spitz Alemão (Lulu da Pomerânia),Canis familiaris,Todo o Brasil
cachorro,raça,Buldogue Francês,Canis familiaris,Todo o Brasil
cachorro,raça,Buldogue Inglês,Canis familiaris,Todo o Brasil
cachorro,raça,Pug,Canis familiaris,Todo o Brasil
cachorro,raça,Dachshund (Salsicha),Canis familiaris,Todo o Brasil
cachorro,raça,Beagle,Canis familiaris,Todo o Brasil
cachorro,raça,Border Collie,Canis familiaris,Todo o Brasil
cachorro,raça,Rottweiler,Canis familiaris,Todo o Brasil
cachorro,raça,Boxer,Canis familiaris,Todo o Brasil
cachorro,raça,Dobermann,Canis familiaris,Todo o Brasil
cachorro,raça,Pit Bull (American Pit Bull Terrier),Canis familiaris,Todo o Brasil
cachorro,raça,American Bully,Canis familiaris,Todo o Brasil
cachorro,raça,Husky Siberiano,Canis familiaris,Sul; Sudeste
cachorro,raça,Akita,Canis familiaris,Todo o Brasil
cachorro,raça,Shiba Inu,Canis familiaris,Todo o Brasil
cachorro,raça,Chow Chow,Canis familiaris,Todo o Brasil
cachorro,raça,Cocker Spaniel Inglês,Canis familiaris,Todo o Brasil
cachorro,raça,Schnauzer,Canis familiaris,Todo o Brasil
cachorro,raça,Chihuahua,Canis familiaris,Todo o Brasil
cachorro,raça,Bichon Frisé,Canis familiaris,Todo o Brasil
cachorro,raça,Cavalier King Charles Spaniel,Canis familiaris,Todo o Brasil
cachorro,raça,Jack Russell Terrier,Canis familiaris,Todo o Brasil
cachorro,raça,Fox Paulistinha (Terrier Brasileiro),Canis familiaris,Brasil (raça nacional)
cachorro,raça,Fila Brasileiro,Canis familiaris,Brasil (raça nacional)
cachorro,raça,Dogue Alemão,Canis familiaris,Todo o Brasil
cachorro,raça,São Bernardo,Canis familiaris,Sul
cachorro,raça,Bernese (Boiadeiro de Berna),Canis familiaris,Sul; Sudeste
cachorro,raça,Pastor Belga Malinois,Canis familiaris,Todo o Brasil
cachorro,raça,Pastor de Shetland,Canis familiaris,Todo o Brasil
cachorro,raça,Collie,Canis familiaris,Todo o Brasil
cachorro,raça,Weimaraner,Canis familiaris,Todo o Brasil
cachorro,raça,Dálmata,Canis familiaris,Todo o Brasil
cachorro,raça,Basset Hound,Canis familiaris,Todo o Brasil
cachorro,raça,Bull Terrier,Canis familiaris,Todo o Brasil
cachorro,raça,Staffordshire Bull Terrier,Canis familiaris,Todo o Brasil
cachorro,raça,Cane Corso,Canis familiaris,Todo o Brasil
cachorro,raça,Mastiff Inglês,Canis familiaris,Todo o Brasil
cachorro,raça,Galgo (Greyhound),Canis familiaris,Todo o Brasil
cachorro,raça,Whippet,Canis familiaris,Todo o Brasil
cachorro,raça,Cão de Crista Chinês,Canis familiaris,Todo o Brasil
cachorro,raça,Pequinês,Canis familiaris,Todo o Brasil
cachorro,raça,Boston Terrier,Canis familiaris,Todo o Brasil
cachorro,raça,Pastor Australiano,Canis familiaris,Todo o Brasil
cachorro,raça,Samoieda,Canis familiaris,Sul; Sudeste
cachorro,raça,Cão Pelado Peruano,Canis familiaris,Raro
cachorro,raça,Veadeiro Pampeano,Canis familiaris,Sul (raça nacional)
cachorro,raça,Rastreador Brasileiro,Canis familiaris,Brasil (raça nacional)
cachorro,raça,Buldogue Campeiro,Canis familiaris,Sul (raça nacional)
cachorro,raça,Ovelheiro Gaúcho,Canis familiaris,Sul (raça nacional)
gato,raça,Gato sem raça definida (SRD),Felis catus,Todo o Brasil
gato,raça,Persa,Felis catus,Todo o Brasil
gato,raça,Siamês,Felis catus,Todo o Brasil
gato,raça,Maine Coon,Felis catus,Todo o Brasil
gato,raça,Ragdoll,Felis catus,Todo o Brasil
gato,raça,British Shorthair,Felis catus,Todo o Brasil
gato,raça,Bengal,Felis catus,Todo o Brasil
gato,raça,Sphynx,Felis catus,Todo o Brasil
gato,raça,Scottish Fold,Felis catus,Todo o Brasil
gato,raça,Angorá Turco,Felis catus,Todo o Brasil
gato,raça,Abissínio,Felis catus,Todo o Brasil
gato,raça,Birmanês (Sagrado da Birmânia),Felis catus,Todo o Brasil
gato,raça,Burmês,Felis catus,Todo o Brasil
gato,raça,Exótico de pelo curto,Felis catus,Todo o Brasil
gato,raça,Himalaio,Felis catus,Todo o Brasil
gato,raça,Norueguês da Floresta,Felis catus,Sul; Sudeste
gato,raça,Siberiano,Felis catus,Sul; Sudeste
gato,raça,Azul Russo,Felis catus,Todo o Brasil
gato,raça,Devon Rex,Felis catus,Todo o Brasil
gato,raça,Cornish Rex,Felis catus,Todo o Brasil
gato,raça,Savannah,Felis catus,Raro
gato,raça,Bombaim,Felis catus,Todo o Brasil
gato,raça,Oriental de pelo curto,Felis catus,Todo o Brasil
gato,raça,Pelo Curto Brasileiro,Felis catus,Brasil (raça nacional)
gato,raça,Chartreux,Felis catus,Todo o Brasil
gato,raça,Munchkin,Felis catus,Todo o Brasil
gato,raça,American Shorthair,Felis catus,Todo o Brasil
gato,raça,Tonquinês,Felis catus,Todo o Brasil
gado,raça bovina,Nelore,Bos indicus,Todo o Brasil (corte)
gado,raça bovina,Gir,Bos indicus,Minas Gerais; Nordeste (leite)
gado,raça bovina,Girolando,Bos taurus × Bos indicus,Todo o Brasil (leite)
gado,raça bovina,Guzerá,Bos indicus,Nordeste; Sudeste
gado,raça bovina,Brahman,Bos indicus,Centro-Oeste
gado,raça bovina,Tabapuã,Bos indicus,Sudeste; Centro-Oeste
gado,raça bovina,Sindi,Bos indicus,Nordeste
gado,raça bovina,Indubrasil,Bos indicus,Minas Gerais (Triângulo)
gado,raça bovina,Holandesa,Bos taurus,Sul; Sudeste (leite)
gado,raça bovina,Jersey,Bos taurus,Sul; Sudeste (leite)
gado,raça bovina,Pardo-Suíço,Bos taurus,Sul; Sudeste
gado,raça bovina,Angus,Bos taurus,Sul; Centro-Oeste (corte)
gado,raça bovina,Hereford,Bos taurus,Sul
gado,raça bovina,Simental,Bos taurus,Sul; Sudeste
gado,raça bovina,Charolês,Bos taurus,Sul
gado,raça bovina,Limousin,Bos taurus,Sul; Sudeste
gado,raça bovina,Senepol,Bos taurus,Centro-Oeste
gado,raça bovina,Brangus,Bos taurus × Bos indicus,Sul; Centro-Oeste
gado,raça bovina,Canchim,Bos taurus × Bos indicus,Sudeste (raça nacional)
gado,raça bovina,Caracu,Bos taurus,Sudeste (raça nacional)
gado,raça bovina,Curraleiro Pé-Duro,Bos taurus,Nordeste; Goiás (raça nacional)
gado,raça bovina,Pantaneiro,Bos taurus,Pantanal (raça nacional)
gado,raça bovina,Crioulo Lageano,Bos taurus,Santa Catarina (raça nacional)
gado,raça bovina,Mocho Nacional,Bos taurus,Sudeste (raça nacional)
gado,raça bovina,Devon,Bos taurus,Sul
gado,raça bovina,Búfalo Murrah,Bubalus bubalis,Norte; Sudeste
gado,raça bovina,Búfalo Mediterrâneo,Bubalus bubalis,Todo o Brasil
gado,outros ruminantes,Ovelha Santa Inês,Ovis aries,Nordeste
gado,outros ruminantes,Ovelha Dorper,Ovis aries,Nordeste; Centro-Oeste
gado,outros ruminantes,Ovelha Crioula,Ovis aries,Sul
gado,outros ruminantes,Cabra Anglo-Nubiana,Capra hircus,Nordeste
gado,outros ruminantes,Cabra Saanen,Capra hircus,Sudeste; Sul
gado,outros ruminantes,Cabra Boer,Capra hircus,Nordeste
cavalo,raça,Mangalarga Marchador,Equus caballus,Minas Gerais (raça nacional)
cavalo,raça,Mangalarga Paulista,Equus caballus,São Paulo (raça nacional)
cavalo,raça,Campolina,Equus caballus,Minas Gerais (raça nacional)
cavalo,raça,Crioulo,Equus caballus,Rio Grande do Sul
cavalo,raça,Quarto de Milha,Equus caballus,Todo o Brasil
cavalo,raça,Brasileiro de Hipismo,Equus caballus,Sudeste (raça nacional)
cavalo,raça,Pantaneiro,Equus caballus,Pantanal (raça nacional)
cavalo,raça,Puro Sangue Inglês,Equus caballus,Sudeste (corridas)
cavalo,raça,Árabe,Equus caballus,Todo o Brasil
cavalo,raça,Lusitano,Equus caballus,Sudeste; Sul
cavalo,raça,Andaluz (Pura Raça Espanhola),Equus caballus,Sudeste; Sul
cavalo,raça,Appaloosa,Equus caballus,Todo o Brasil
cavalo,raça,Paint Horse,Equus caballus,Todo o Brasil
cavalo,raça,Percheron,Equus caballus,Sul; Sudeste
cavalo,raça,Bretão,Equus caballus,Sul; Sudeste
cavalo,raça,Pônei Brasileiro,Equus caballus,Brasil (raça nacional)
cavalo,raça,Piquira,Equus caballus,Minas Gerais; Bahia
cavalo,raça,Nordestino,Equus caballus,Nordeste (raça nacional)
cavalo,raça,Lavradeiro,Equus caballus,Roraima
cavalo,raça,Marajoara,Equus caballus,Ilha de Marajó
cavalo,raça,Campeiro,Equus caballus,Santa Catarina
cavalo,raça,Baixadeiro,Equus caballus,Maranhão
cavalo,raça,Frísio,Equus caballus,Sul; Sudeste
cavalo,raça,Haflinger,Equus caballus,Sul
cavalo,raça,Paso Fino,Equus caballus,Sudeste
cavalo,raça,Jumento Pêga,Equus asinus,Minas Gerais (raça nacional)
cavalo,raça,Jumento Nordestino,Equus asinus,Nordeste
cavalo,raça,Muar (Burro/Mula),Equus asinus × Equus caballus,Todo o Brasil
ave,ave silvestre,Sabiá-laranjeira,Turdus rufiventris,Todo o Brasil (ave-símbolo)
ave,ave silvestre,Bem-te-vi,Pitangus sulphuratus,Todo o Brasil
ave,ave silvestre,João-de-barro,Furnarius rufus,Sul; Sudeste; Centro-Oeste
ave,ave silvestre,Tucano-toco,Ramphastos toco,Cerrado; Pantanal; Amazônia
ave,ave silvestre,Tucano-de-bico-verde,Ramphastos dicolorus,Mata Atlântica
ave,ave silvestre,Arara-canindé,Ara ararauna,Cerrado; Pantanal; Amazônia
ave,ave silvestre,Arara-vermelha,Ara chloropterus,Cerrado; Amazônia
ave,ave silvestre,Arara-azul,Anodorhynchus hyacinthinus,Pantanal; Cerrado
ave,ave silvestre,Papagaio-verdadeiro,Amazona aestiva,Cerrado; Pantanal
ave,ave silvestre,Maritaca,Pionus maximiliani,Mata Atlântica; Cerrado
ave,ave silvestre,Periquito-rei,Eupsittula aurea,Cerrado
ave,ave silvestre,Jandaia,Aratinga jandaya,Nordeste; Norte
ave,ave silvestre,Beija-flor-tesoura,Eupetomena macroura,Todo o Brasil
ave,ave silvestre,Beija-flor-de-peito-azul,Amazilia lactea,Sudeste
ave,ave silvestre,Canário-da-terra,Sicalis flaveola,Todo o Brasil
ave,ave silvestre,Tico-tico,Zonotrichia capensis,Todo o Brasil
ave,ave silvestre,Pardal,Passer domesticus,Cidades (introduzido)
ave,ave silvestre,Rolinha-roxa,Columbina talpacoti,Todo o Brasil
ave,ave silvestre,Pomba-asa-branca,Patagioenas picazuro,Todo o Brasil
ave,ave silvestre,Garça-branca-grande,Ardea alba,Todo o Brasil
ave,ave silvestre,Tuiuiú,Jabiru mycteria,Pantanal (ave-símbolo)
ave,ave silvestre,Seriema,Cariama cristata,Cerrado
ave,ave silvestre,Ema,Rhea americana,Cerrado; Pampa; Pantanal
ave,ave silvestre,Anu-preto,Crotophaga ani,Todo o Brasil
ave,ave silvestre,Anu-branco,Guira guira,Todo o Brasil
ave,ave silvestre,Gavião-carijó,Rupornis magnirostris,Todo o Brasil
ave,ave silvestre,Carcará,Caracara plancus,Todo o Brasil
ave,ave silvestre,Coruja-buraqueira,Athene cunicularia,Todo o Brasil
ave,ave silvestre,Corujinha-do-mato,Megascops choliba,Todo o Brasil
ave,ave silvestre,Urubu-de-cabeça-preta,Coragyps atratus,Todo o Brasil
ave,ave silvestre,Quero-quero,Vanellus chilensis,Todo o Brasil
ave,ave silvestre,Pica-pau-do-campo,Colaptes campestris,Cerrado; Pampa
ave,ave silvestre,Pica-pau-de-banda-branca,Dryocopus lineatus,Todo o Brasil
ave,ave silvestre,Saíra-sete-cores,Tangara seledon,Mata Atlântica
ave,ave silvestre,Sanhaço-cinzento,Thraupis sayaca,Todo o Brasil
ave,ave silvestre,Sanhaço-do-coqueiro,Thraupis palmarum,Todo o Brasil
ave,ave silvestre,Cardeal,Paroaria coronata,Sul; Pantanal
ave,ave silvestre,Galo-da-campina,Paroaria dominicana,Caatinga
ave,ave silvestre,Curió,Sporophila angolensis,Todo o Brasil
ave,ave silvestre,Bicudo,Sporophila maximiliani,Cerrado (raro)
ave,ave silvestre,Azulão,Cyanoloxia brissonii,Todo o Brasil
ave,ave silvestre,Pintassilgo,Spinus magellanicus,Sul; Sudeste
ave,ave silvestre,Corrupião,Icterus jamacaii,Caatinga
ave,ave silvestre,Gralha-azul,Cyanocorax caeruleus,Mata Atlântica (Sul, ave-símbolo do PR)
ave,ave silvestre,Jacu,Penelope obscura,Mata Atlântica
ave,ave silvestre,Mutum-de-penacho,Crax fasciolata,Cerrado; Pantanal
ave,ave silvestre,Jacutinga,Aburria jacutinga,Mata Atlântica (ameaçada)
ave,ave silvestre,Martim-pescador-grande,Megaceryle torquata,Todo o Brasil
ave,ave silvestre,Socó-boi,Tigrisoma lineatum,Todo o Brasil (brejos)
ave,ave silvestre,Biguá,Nannopterum brasilianum,Todo o Brasil
ave,ave silvestre,Colhereiro,Platalea ajaja,Pantanal; litoral
ave,ave silvestre,Guará,Eudocimus ruber,Litoral Norte; Maranhão
ave,ave silvestre,Flamingo-chileno,Phoenicopterus chilensis,Rio Grande do Sul
ave,ave silvestre,Harpia,Harpia harpyja,Amazônia; Mata Atlântica
ave,ave silvestre,Uirapuru-verdadeiro,Cyphorhinus arada,Amazônia
ave,ave silvestre,Sabiá-do-campo,Mimus saturninus,Cerrado; Sudeste
ave,ave silvestre,Andorinha-doméstica-grande,Progne chalybea,Todo o Brasil
ave,ave silvestre,Suiriri,Tyrannus melancholicus,Todo o Brasil
ave,ave silvestre,Lavadeira-mascarada,Fluvicola nengeta,Nordeste; Sudeste
ave,ave silvestre,Alma-de-gato,Piaya cayana,Todo o Brasil
ave,ave silvestre,Tesourinha,Tyrannus savana,Todo o Brasil
ave,ave silvestre,Sabiá-poca,Turdus amaurochalinus,Todo o Brasil
ave,ave silvestre,Trinca-ferro,Saltator similis,Mata Atlântica; Cerrado
ave,ave silvestre,Coleiro,Sporophila caerulescens,Todo o Brasil
ave,ave silvestre,Tuim,Forpus xanthopterygius,Todo o Brasil
ave,ave silvestre,Periquitão-maracanã,Psittacara leucophthalmus,Todo o Brasil
ave,ave doméstica,Galinha caipira,Gallus gallus domesticus,Todo o Brasil
ave,ave doméstica,Galo Índio,Gallus gallus domesticus,Todo o Brasil
ave,ave doméstica,Galinha-d'angola,Numida meleagris,Todo o Brasil
ave,ave doméstica,Pato-doméstico,Anas platyrhynchos domesticus,Todo o Brasil
ave,ave doméstica,Pato-do-mato (Marreco),Cairina moschata,Todo o Brasil
ave,ave doméstica,Ganso,Anser anser domesticus,Sul; Sudeste
ave,ave doméstica,Peru,Meleagris gallopavo,Todo o Brasil
ave,ave doméstica,Pavão,Pavo cristatus,Sítios e parques
ave,ave doméstica,Codorna,Coturnix japonica,Todo o Brasil
ave,ave doméstica,Canário-belga,Serinus canaria domestica,Todo o Brasil
ave,ave doméstica,Periquito-australiano,Melopsittacus undulatus,Todo o Brasil
ave,ave doméstica,Calopsita,Nymphicus hollandicus,Todo o Brasil
ave,ave doméstica,Agapornis,Agapornis roseicollis,Todo o Brasil
ave,ave doméstica,Pombo-correio,Columba livia domestica,Todo o Brasil
